"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000109674",36.0477220192735,-3.16666886593845,0.404205333571155,-7.83430747427533,4.71433832695127e-15,2.59350198815259e-14,"NEIL3","55247","nei like DNA glycosylase 3"
"ENSG00000196498",4224.85186886657,-0.327722186851435,0.0418596133654848,-7.82907820934765,4.91459864714653e-15,2.70266249483752e-14,"NCOR2","9612","nuclear receptor corepressor 2"
"ENSG00000004799",97.2602338299486,8.11744355045261,1.03742050531126,7.82464151122314,5.09105565468429e-15,2.79865640577162e-14,"PDK4","5166","pyruvate dehydrogenase kinase 4"
"ENSG00000123219",106.266726290645,-1.43594556004147,0.183522178540319,-7.82437071891012,5.10202532399962e-15,2.80364091070494e-14,"CENPK","64105","centromere protein K"
"ENSG00000101384",851.464263768368,0.717222978861088,0.0916958094745885,7.82176397122979,5.208820642237e-15,2.86125973258624e-14,"JAG1","182","jagged canonical Notch ligand 1"
"ENSG00000108106",1571.19305491095,-0.463069615531001,0.059212419187707,-7.82048127544057,5.26217595580885e-15,2.88949140226195e-14,"UBE2S","27338","ubiquitin conjugating enzyme E2 S"
"ENSG00000009830",739.393375946692,0.607128728061769,0.0776367873966549,7.82011657643536,5.27744404262863e-15,2.89679591434863e-14,"POMT2","29954","protein O-mannosyltransferase 2"
"ENSG00000197302",242.229697358439,1.0345035616076,0.132482887754835,7.8085825206497,5.7834723228364e-15,3.17337360737017e-14,"KRBOX5","124411","KRAB box domain containing 5"
"ENSG00000204267",443.303378416435,0.758543015295049,0.0971765363764111,7.80582477602258,5.91136645360184e-15,3.24234160004406e-14,"TAP2","6891","transporter 2, ATP binding cassette subfamily B member"
"ENSG00000162998",77.3526590714161,1.80814290292116,0.231651669027876,7.80543870246656,5.92949185999263e-15,3.25107332710459e-14,"FRZB","2487","frizzled related protein"
"ENSG00000104723",2478.5707769253,0.374190702906987,0.0479473097262802,7.8042064308332,5.98771136913044e-15,3.28177352764018e-14,"TUSC3","7991","tumor suppressor candidate 3"
"ENSG00000010818",815.064406488671,0.558776689345813,0.0716134330159036,7.80267982993808,6.06061745663288e-15,3.32049740058942e-14,"HIVEP2","3097","HIVEP zinc finger 2"
"ENSG00000136603",1062.45545202406,0.542789055453868,0.0695670194658209,7.80239055261735,6.07453065735682e-15,3.32688341984856e-14,"SKIL","6498","SKI like proto-oncogene"
"ENSG00000100139",1102.78736268039,-0.539682434547174,0.0691732825210897,-7.80189134992452,6.09861449274222e-15,3.33883285267589e-14,"MICALL1","85377","MICAL like 1"
"ENSG00000198242",2013.11451433645,-0.413794779432886,0.0530694423647864,-7.79723247492525,6.32796011727627e-15,3.46310717446779e-14,"RPL23A","6147","ribosomal protein L23a"
"ENSG00000101868",143.333909558511,-1.2704798846646,0.162946966989074,-7.79689188538125,6.34505567761884e-15,3.4711741119802e-14,"POLA1","5422","DNA polymerase alpha 1, catalytic subunit"
"ENSG00000175906",136.606882941677,-1.26264516875088,0.161973584521846,-7.79537708249322,6.42164208682749e-15,3.51176850002462e-14,"ARL4D","379","ADP ribosylation factor like GTPase 4D"
"ENSG00000174307",2066.5461567195,0.417069815191694,0.0535087509801158,7.79442254869076,6.47036861074534e-15,3.53710284069603e-14,"PHLDA3","23612","pleckstrin homology like domain family A member 3"
"ENSG00000158863",1099.71654538552,0.496627278960402,0.0638133573727455,7.78249726087144,7.11067440131461e-15,3.88569222567945e-14,"FHIP2B","64760","FHF complex subunit HOOK interacting protein 2B"
"ENSG00000038274",1195.15938824519,0.485986663207414,0.062487614229417,7.77732786249709,7.40724577222568e-15,4.04625604859385e-14,"MAT2B","27430","methionine adenosyltransferase 2B"
"ENSG00000164649",161.629939924617,-1.13628375423824,0.146108673827048,-7.7769767151763,7.42782715791067e-15,4.05599542991061e-14,"CDCA7L","55536","cell division cycle associated 7 like"
"ENSG00000100568",955.023763953565,-0.511401931994151,0.0657757417335362,-7.77493219408896,7.54878295118451e-15,4.12051715313175e-14,"VTI1B","10490","vesicle transport through interaction with t-SNAREs 1B"
"ENSG00000158604",1342.18264064197,0.476965186074067,0.0613529795398913,7.77411610081541,7.59760329988182e-15,4.14563041220504e-14,"TMED4","222068","transmembrane p24 trafficking protein 4"
"ENSG00000065809",997.784033429773,-0.502316018680642,0.0647074584500415,-7.76287665615029,8.30243486164459e-15,4.52854496635522e-14,"FAM107B","83641","family with sequence similarity 107 member B"
"ENSG00000154856",33.0237651765277,-3.34225410354571,0.430645598184857,-7.76103161772255,8.42413103294612e-15,4.59322394241805e-14,"APCDD1","147495","APC down-regulated 1"
"ENSG00000082996",446.846638943372,0.713742711717082,0.0919742387150451,7.76024593069373,8.47648526239271e-15,4.62006064338549e-14,"RNF13","11342","ring finger protein 13"
"ENSG00000125991",2995.83546236178,0.369561229608174,0.0476683380450514,7.75276094708612,8.991579143018e-15,4.89807190010064e-14,"ERGIC3","51614","ERGIC and golgi 3"
"ENSG00000102054",1211.09123945631,-0.526429200771222,0.0679023590267787,-7.7527380243684,8.99320298661442e-15,4.89807190010064e-14,"RBBP7","5931","RB binding protein 7, chromatin remodeling factor"
"ENSG00000104047",373.600117527575,0.783611272188795,0.101093396923858,7.75135959452423,9.09138317093626e-15,4.94971574337859e-14,"DTWD1","56986","DTW domain containing 1"
"ENSG00000087338",347.070134092368,0.799498552604771,0.103145976089352,7.75113662128896,9.10736349170928e-15,4.95658504951298e-14,"GMCL1","64395","germ cell-less 1, spermatogenesis associated"
"ENSG00000137992",438.486630818838,0.7070290009435,0.0912354459086601,7.74949904504592,9.22557738430565e-15,5.01906827205229e-14,"DBT","1629","dihydrolipoamide branched chain transacylase E2"
"ENSG00000086666",972.188838808122,0.512406125000557,0.0661437960323473,7.74685088757179,9.41994644819011e-15,5.12292143001571e-14,"ZFAND6","54469","zinc finger AN1-type containing 6"
"ENSG00000175567",35.3534567964114,-2.89558837241469,0.373786935786816,-7.74662807922787,9.43648270795188e-15,5.1300214736184e-14,"UCP2","7351","uncoupling protein 2"
"ENSG00000198492",1595.1888988171,0.422351768513474,0.0545213849086946,7.74653412089172,9.44346461340193e-15,5.13192409558693e-14,"YTHDF2","51441","YTH N6-methyladenosine RNA binding protein 2"
"ENSG00000172315",568.934303862691,0.62273649281725,0.0805045746485234,7.73541746585294,1.03064344561209e-14,5.59882900900514e-14,"TP53RK","112858","TP53 regulating kinase"
"ENSG00000170949",344.582041689871,0.804655598471103,0.104027184387093,7.73505121004641,1.03361490105786e-14,5.61290214141145e-14,"ZNF160","90338","zinc finger protein 160"
"ENSG00000143545",2985.1932894498,0.365985334541129,0.0473268776445756,7.73313923833463,1.04926425225442e-14,5.69578510118808e-14,"RAB13","5872","RAB13, member RAS oncogene family"
"ENSG00000144566",1274.51739102751,0.456565857362822,0.0590446743813205,7.73254933060079,1.05413950184035e-14,5.720142849088e-14,"RAB5A","5868","RAB5A, member RAS oncogene family"
"ENSG00000148926",1290.96787580013,0.45898446398316,0.059380036155069,7.72960903534208,1.07877376923217e-14,5.85166279386961e-14,"ADM","133","adrenomedullin"
"ENSG00000056097",2348.00987609793,-0.393472254434586,0.0509052647257208,-7.72950021092369,1.07969630706402e-14,5.85451220511754e-14,"ZFR","51663","zinc finger RNA binding protein"
"ENSG00000102575",33.3164252378034,3.42443741041374,0.443065478380614,7.72896462827552,1.08424792923525e-14,5.8770305189662e-14,"ACP5","54","acid phosphatase 5, tartrate resistant"
"ENSG00000010017",1039.11048368597,0.512900687556975,0.0663769052037131,7.72709553093601,1.10028077774704e-14,5.96174194942494e-14,"RANBP9","10048","RAN binding protein 9"
"ENSG00000175662",1363.03653673341,-0.469984613452765,0.0608555061705873,-7.72295956483094,1.1365923833976e-14,6.15622879327962e-14,"TOM1L2","146691","target of myb1 like 2 membrane trafficking protein"
"ENSG00000152804",143.528088174133,-1.22894124197517,0.159187861765024,-7.72006878130692,1.16266947935078e-14,6.2951589958383e-14,"HHEX","3087","hematopoietically expressed homeobox"
"ENSG00000121064",637.612984151474,0.606313491993157,0.0786005551513702,7.71385762893797,1.2207064339432e-14,6.60696710372931e-14,"SCPEP1","59342","serine carboxypeptidase 1"
"ENSG00000102908",1559.0437869052,0.462013950500771,0.059906201723891,7.71228916548913,1.23580729513178e-14,6.68624372821297e-14,"NFAT5","10725","nuclear factor of activated T cells 5"
"ENSG00000183735",539.156530923751,0.661444774419914,0.0857828454767954,7.71068820046122,1.25141061852078e-14,6.76817970486576e-14,"TBK1","29110","TANK binding kinase 1"
"ENSG00000123064",729.85509330689,-0.584777752404967,0.0758506144379313,-7.70959809275497,1.26214579291964e-14,6.82373613207987e-14,"DDX54","79039","DEAD-box helicase 54"
"ENSG00000161547",1236.57896605036,-0.510317125699796,0.0662062249020135,-7.70799311477245,1.27811642320501e-14,6.9075466979081e-14,"SRSF2","6427","serine and arginine rich splicing factor 2"
"ENSG00000065518",863.497361343166,0.53432874213317,0.0693398597153955,7.7059391860081,1.29884474612248e-14,7.01699921860449e-14,"NDUFB4","4710","NADH:ubiquinone oxidoreductase subunit B4"
"ENSG00000114573",1288.01911109514,-0.444999991625429,0.0577652640083935,-7.70359141024213,1.32294392097156e-14,7.14457585462763e-14,"ATP6V1A","523","ATPase H+ transporting V1 subunit A"
"ENSG00000184584",535.487137787206,-0.658146267838324,0.0855647637140721,-7.69179086425835,1.45089644718758e-14,7.83271495921268e-14,"STING1","340061","stimulator of interferon response cGAMP interactor 1"
"ENSG00000054598",437.695036757538,0.707558412022869,0.0919945081938941,7.69131142623828,1.4563446203002e-14,7.85924826583093e-14,"FOXC1","2296","forkhead box C1"
"ENSG00000115677",22879.0667022687,-0.270266384271781,0.0351435614903129,-7.69035273634058,1.46729928656456e-14,7.91546738118172e-14,"HDLBP","3069","high density lipoprotein binding protein"
"ENSG00000168702",34.6315391639251,3.4739817517874,0.451735971332988,7.69029249881594,1.46799030359389e-14,7.9162975098305e-14,"LRP1B","53353","LDL receptor related protein 1B"
"ENSG00000130052",41.4878523991622,-2.50136973086177,0.32535987143302,-7.68800934130167,1.49441901566057e-14,8.0558695877123e-14,"STARD8","9754","StAR related lipid transfer domain containing 8"
"ENSG00000005020",769.04816838171,0.557176328212075,0.0725179042913886,7.68329330055169,1.55050047539986e-14,8.35512833873604e-14,"SKAP2","8935","src kinase associated phosphoprotein 2"
"ENSG00000147862",30.6958951111512,-3.48674709088105,0.453836696851179,-7.68282317201956,1.55620328749697e-14,8.38279387833709e-14,"NFIB","4781","nuclear factor I B"
"ENSG00000164284",221.819356821967,-0.994876461150679,0.129501392564508,-7.68236110399436,1.5618284302602e-14,8.41002097375768e-14,"GRPEL2","134266","GrpE like 2, mitochondrial"
"ENSG00000133597",108.124304085703,-1.4085563218492,0.183368399877723,-7.68156521400893,1.57156440908113e-14,8.45935582945133e-14,"ADCK2","90956","aarF domain containing kinase 2"
"ENSG00000143819",619.564270940513,0.625031652849447,0.081381264029005,7.68028931851784,1.58729693566835e-14,8.54092086085438e-14,"EPHX1","2052","epoxide hydrolase 1"
"ENSG00000100823",2010.91939756883,0.395893767496762,0.0515802264303934,7.67530107745868,1.65030569988653e-14,8.87671730106849e-14,"APEX1","328","apurinic/apyrimidinic endodeoxyribonuclease 1"
"ENSG00000103544",852.90525233153,-0.543411495319856,0.0708042045698379,-7.67484782325124,1.65615144689153e-14,8.90491062542405e-14,"VPS35L","57020","VPS35 endosomal protein sorting factor like"
"ENSG00000105472",1413.66753304453,0.44196273862571,0.0575925067492486,7.67396252693023,1.66762817773036e-14,8.9606191823185e-14,"CLEC11A","6320","C-type lectin domain containing 11A"
"ENSG00000204388",323.459981089822,0.848478342531671,0.110565980721704,7.67395483668073,1.66772821394352e-14,8.9606191823185e-14,"HSPA1B","3304","heat shock protein family A (Hsp70) member 1B"
"ENSG00000151233",987.007537081321,0.532723374452061,0.0694218928620605,7.67370857361335,1.67093477371855e-14,8.9745760550525e-14,"GXYLT1","283464","glucoside xylosyltransferase 1"
"ENSG00000166922",190.173143130195,1.04094776797193,0.135660407019756,7.6731877106954,1.67773685763289e-14,9.00782725238379e-14,"SCG5","6447","secretogranin V"
"ENSG00000142864",4982.12860628083,-0.315774795142767,0.0412004988655304,-7.66434397246957,1.79747572073782e-14,9.64719489156375e-14,"SERBP1","26135","SERPINE1 mRNA binding protein 1"
"ENSG00000165891",770.012638149578,0.627836600564865,0.081966020123354,7.65971801021946,1.86341777231494e-14,9.99747037800422e-14,"E2F7","144455","E2F transcription factor 7"
"ENSG00000196782",235.190289537321,0.96495676313456,0.126012986249486,7.65759777507451,1.89443111094006e-14,1.01601621954274e-13,"MAML3","55534","mastermind like transcriptional coactivator 3"
"ENSG00000120594",728.644505111401,0.569883407369919,0.0744639660686584,7.65314335855368,1.96125057364782e-14,1.05147002380581e-13,"PLXDC2","84898","plexin domain containing 2"
"ENSG00000105939",794.154027511079,-0.532259738454594,0.0695638757546247,-7.6513813050333,1.9883179154024e-14,1.06559379771639e-13,"ZC3HAV1","56829","zinc finger CCCH-type containing, antiviral 1"
"ENSG00000130813",231.130016294697,0.943898557471266,0.123368285884629,7.65106324289839,1.99324274919565e-14,1.06784484324411e-13,"SHFL","55337","shiftless antiviral inhibitor of ribosomal frameshifting"
"ENSG00000166923",35076.5111052861,0.287451727817042,0.037594221172708,7.64616791757668,2.07057243772215e-14,1.10886978877722e-13,"GREM1","26585","gremlin 1, DAN family BMP antagonist"
"ENSG00000131943",639.277242380691,0.603600447920881,0.0789926077831514,7.64122700668232,2.15161322879237e-14,1.15185164424054e-13,"C19orf12","83636","chromosome 19 open reading frame 12"
"ENSG00000133056",67.1233525045707,-1.8570883617976,0.243123655669572,-7.63845195023542,2.19848969751929e-14,1.17651928692953e-13,"PIK3C2B","5287","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta"
"ENSG00000116852",50.116200530578,2.31191144057931,0.302770578060756,7.63585238495459,2.24331235265213e-14,1.20007032498683e-13,"KIF21B","23046","kinesin family member 21B"
"ENSG00000027847",528.130235762243,-0.645741645125825,0.0845885980779763,-7.63390882220983,2.27741008241686e-14,1.21786900561175e-13,"B4GALT7","11285","beta-1,4-galactosyltransferase 7"
"ENSG00000155760",2908.13810147735,-0.376395846358461,0.0493204608875917,-7.63163684168159,2.31791622547069e-14,1.23908049804088e-13,"FZD7","8324","frizzled class receptor 7"
"ENSG00000101680",1483.65753729879,0.455072744534457,0.0596437283914121,7.62985072878142,2.35025684118777e-14,1.25591317351071e-13,"LAMA1","284217","laminin subunit alpha 1"
"ENSG00000088367",864.837350762728,-0.514497671829754,0.0674752983615616,-7.62497809306236,2.4407583226996e-14,1.30380196302815e-13,"EPB41L1","2036","erythrocyte membrane protein band 4.1 like 1"
"ENSG00000178904",825.827108775276,-0.565298225682802,0.074144323248577,-7.6242954404962,2.45370823361865e-14,1.31024463576347e-13,"DPY19L3","147991","dpy-19 like C-mannosyltransferase 3"
"ENSG00000100442",415.006670376465,-0.720736855354028,0.0945331966886026,-7.62416675412104,2.45615697223381e-14,1.31107719872445e-13,"FKBP3","2287","FKBP prolyl isomerase 3"
"ENSG00000064687",92.4926954978586,1.60587175987981,0.210719821204023,7.62088611647486,2.51940150818963e-14,1.34434972583993e-13,"ABCA7","10347","ATP binding cassette subfamily A member 7"
"ENSG00000184949",51.8053084338374,2.16291350132775,0.283920047322483,7.61803726691782,2.57561946693802e-14,1.37385015214378e-13,"FAM227A","646851","family with sequence similarity 227 member A"
"ENSG00000172053",2472.05639307443,0.363738576704987,0.0477493333736997,7.6176681642499,2.58299287360728e-14,1.37728469505152e-13,"QARS1","5859","glutaminyl-tRNA synthetase 1"
"ENSG00000122591",1870.12004433111,-0.440498257136594,0.0578411714823023,-7.61565241242345,2.62362848737425e-14,1.39844617167891e-13,"FAM126A","84668","family with sequence similarity 126 member A"
"ENSG00000111880",434.779273283993,-0.695438141070986,0.0913386059419215,-7.61384667413456,2.66056394202258e-14,1.41762080179063e-13,"RNGTT","8732","RNA guanylyltransferase and 5'-phosphatase"
"ENSG00000204209",1361.96114992921,-0.452953348131636,0.0595031568928264,-7.61225742942461,2.69349394049722e-14,1.43464812775743e-13,"DAXX","1616","death domain associated protein"
"ENSG00000137710",2075.1367820073,-0.405979151324714,0.053337550566085,-7.61150722175941,2.7091776065406e-14,1.44248047562122e-13,"RDX","5962","radixin"
"ENSG00000109881",96.4713575960239,-1.46290247836984,0.192216880127654,-7.6106868314495,2.72643132196624e-14,1.45089514070736e-13,"CCDC34","91057","coiled-coil domain containing 34"
"ENSG00000026652",235.874360728423,0.931105653661842,0.12234226480938,7.61066222791106,2.72695042730315e-14,1.45089514070736e-13,"AGPAT4","56895","1-acylglycerol-3-phosphate O-acyltransferase 4"
"ENSG00000118680",5394.99010588786,-0.307351912104381,0.0403900650248251,-7.60959191116609,2.74962717993661e-14,1.46243252897531e-13,"MYL12B","103910","myosin light chain 12B"
"ENSG00000085224",2387.67401984418,0.403085299569662,0.0529852380300425,7.60750191102498,2.79444390458427e-14,1.48573283787024e-13,"ATRX","546","ATRX chromatin remodeler"
"ENSG00000148634",2403.54323251225,-0.413891916445029,0.0544081090835178,-7.60717333163876,2.80155481693651e-14,1.4889763754782e-13,"HERC4","26091","HECT and RLD domain containing E3 ubiquitin protein ligase 4"
"ENSG00000056586",1240.48777802984,0.462973142316251,0.0608700127404027,7.60593141799938,2.82859266151013e-14,1.5028045654411e-13,"RC3H2","54542","ring finger and CCCH-type domains 2"
"ENSG00000116138",690.838087073522,0.576561802768457,0.0758138132935923,7.60497035725794,2.8496920249073e-14,1.51346886713816e-13,"DNAJC16","23341","DnaJ heat shock protein family (Hsp40) member C16"
"ENSG00000198786",47897.2542942667,0.287635917484807,0.0378575399510878,7.59785019989241,3.01090569110741e-14,1.59851325920537e-13,"ND5","4540","NADH dehydrogenase subunit 5"
"ENSG00000100422",1943.83293778564,0.406684502017945,0.0535555200611935,7.59369905386521,3.10899996674975e-14,1.64999789376874e-13,"CERK","64781","ceramide kinase"
"ENSG00000118526",286.114461719718,0.86768771457859,0.114266020010486,7.59357606486133,3.1119537120741e-14,1.65097097942938e-13,"TCF21","6943","transcription factor 21"
"ENSG00000125965",149.178318845852,-1.31348994004442,0.173110262849282,-7.58759139074268,3.25906739826022e-14,1.72839637695427e-13,"GDF5","8200","growth differentiation factor 5"
"ENSG00000165806",322.491285963697,-0.794853886907426,0.104821591877189,-7.58292134924541,3.3785967763009e-14,1.79114242047204e-13,"CASP7","840","caspase 7"
"ENSG00000152683",498.032177958779,-0.678044428319538,0.0894242164925004,-7.58233569065044,3.39388763010841e-14,1.79860179405026e-13,"SLC30A6","55676","solute carrier family 30 member 6"
"ENSG00000120833",372.630780387736,0.774279668247837,0.102174380341134,7.57802166905944,3.5086380919367e-14,1.85874580154432e-13,"SOCS2","8835","suppressor of cytokine signaling 2"
"ENSG00000099860",318.444999975179,-0.793410337814393,0.104790995535047,-7.57135986506625,3.69337346846154e-14,1.95590866612239e-13,"GADD45B","4616","growth arrest and DNA damage inducible beta"
"ENSG00000125967",176.973703056828,-1.06514425853733,0.140685998128804,-7.57107510842793,3.7014795343751e-14,1.95949731959843e-13,"NECAB3","63941","N-terminal EF-hand calcium binding protein 3"
"ENSG00000134686",2577.61019149872,0.382095542305911,0.0504905153146033,7.5676696885563,3.79978662332665e-14,2.0108170647967e-13,"PHC2","1912","polyhomeotic homolog 2"
"ENSG00000132436",157.76938240252,-1.11341902085449,0.147149776735927,-7.56656955621898,3.83209038151122e-14,2.02718406470612e-13,"FIGNL1","63979","fidgetin like 1"
"ENSG00000113712",2479.36507256651,-0.409939207214981,0.0541803070541442,-7.56620310042383,3.84291065826285e-14,2.032178589217e-13,"CSNK1A1","1452","casein kinase 1 alpha 1"
"ENSG00000196313",698.471856131677,-0.56557546927534,0.0747533277711088,-7.56589019029502,3.85217367707149e-14,2.03634632900573e-13,"POM121","9883","POM121 transmembrane nucleoporin"
"ENSG00000171466",549.265097855644,0.636727655988037,0.0841603460066276,7.56564921843234,3.859322082901e-14,2.03939364854052e-13,"ZNF562","54811","zinc finger protein 562"
"ENSG00000165525",889.209480144293,0.519814144779853,0.0687158910471743,7.56468608437304,3.88802384904449e-14,2.05382421101139e-13,"NEMF","9147","nuclear export mediator factor"
"ENSG00000100479",37.0829923001356,-2.64019396519629,0.349060753042252,-7.56370901679889,3.91735530226244e-14,2.06857694176796e-13,"POLE2","5427","DNA polymerase epsilon 2, accessory subunit"
"ENSG00000106397",4288.14241066278,0.349677643740558,0.0462438076596259,7.56161011468462,3.98110183637559e-14,2.10148563268279e-13,"PLOD3","8985","procollagen-lysine,2-oxoglutarate 5-dioxygenase 3"
"ENSG00000090905",1733.8488680536,-0.41275735376558,0.0545936542377128,-7.56053720031898,4.01408060134121e-14,2.11813533485738e-13,"TNRC6A","27327","trinucleotide repeat containing adaptor 6A"
"ENSG00000124171",33.0932351650537,3.24880514191331,0.429761190373743,7.55955915676791,4.04437724321957e-14,2.13335833251861e-13,"PARD6B","84612","par-6 family cell polarity regulator beta"
"ENSG00000196267",64.4350101951068,1.86763033371719,0.247061852064507,7.559363447294,4.05046663652335e-14,2.13580598529807e-13,"ZNF836","162962","zinc finger protein 836"
"ENSG00000110427",459.055971328162,-0.677630169370616,0.0896825306662344,-7.55587698447659,4.16046928146546e-14,2.19302561767661e-13,"KIAA1549L","25758","KIAA1549 like"
"ENSG00000166068",1743.40755624589,0.40841614724675,0.0541237054126369,7.54597535650973,4.48914938196577e-14,2.36543023208479e-13,"SPRED1","161742","sprouty related EVH1 domain containing 1"
"ENSG00000184497",127.139528239384,-1.24548664469931,0.165230597010837,-7.5378693004276,4.77712280035622e-14,2.51627004401894e-13,"TMEM255B","348013","transmembrane protein 255B"
"ENSG00000162630",36.2936814473686,-2.75263394190459,0.365332252292204,-7.5346042530703,4.89818041933242e-14,2.57911336263384e-13,"B3GALT2","8707","beta-1,3-galactosyltransferase 2"
"ENSG00000170632",329.558119505456,-0.792897016830042,0.105280117559175,-7.53130823951047,5.02344448123539e-14,2.64412588444454e-13,"ARMC10","83787","armadillo repeat containing 10"
"ENSG00000206418",565.104492257708,0.623469221375717,0.08279527501057,7.53025122866156,5.06427891996615e-14,2.66466771590365e-13,"RAB12","201475","RAB12, member RAS oncogene family"
"ENSG00000170271",169.142370545302,1.11286876844479,0.147801808151229,7.5294665360664,5.09480406427978e-14,2.6797723875573e-13,"FAXDC2","10826","fatty acid hydroxylase domain containing 2"
"ENSG00000120253",426.492707980034,-0.708047032054243,0.0940645891097779,-7.52724312895173,5.18228220406232e-14,2.72481181318125e-13,"NUP43","348995","nucleoporin 43"
"ENSG00000114698",145.673783961249,1.17152484135104,0.155673089281649,7.5255450171704,5.25008610169834e-14,2.75947820851748e-13,"PLSCR4","57088","phospholipid scramblase 4"
"ENSG00000156398",29.4001584050284,-3.52403018889137,0.468403024033651,-7.52350008021767,5.33289676246986e-14,2.80200472318292e-13,"SFXN2","118980","sideroflexin 2"
"ENSG00000129810",38.890579035127,-2.65416038435034,0.352802719428499,-7.52307235230438,5.35037951150037e-14,2.81018864007457e-13,"SGO1","151648","shugoshin 1"
"ENSG00000164209",1262.7379460578,0.459026872194945,0.0610248026413644,7.52197225270177,5.39560372227573e-14,2.83293222867473e-13,"SLC25A46","91137","solute carrier family 25 member 46"
"ENSG00000103264",382.736077801517,-0.758921449738159,0.100904594280739,-7.52117834819962,5.42847376900235e-14,2.84917544186455e-13,"FBXO31","79791","F-box protein 31"
"ENSG00000196418",95.9641988640769,1.46371857609471,0.194628343298507,7.52058282615989,5.45325933547332e-14,2.86116540000733e-13,"ZNF124","7678","zinc finger protein 124"
"ENSG00000140451",73.6551291516594,-1.67402995869416,0.222668076216682,-7.51805102526297,5.55988051081009e-14,2.91606829068751e-13,"PIF1","80119","PIF1 5'-to-3' DNA helicase"
"ENSG00000075618",7806.10591852959,-0.302194441148513,0.0402164151781051,-7.51420632122964,5.72572252877025e-14,3.001981452473e-13,"FSCN1","6624","fascin actin-bundling protein 1"
"ENSG00000269190",173.118812549154,-1.05324306715461,0.140253718499665,-7.509555385921,5.93285142118421e-14,3.10947241271027e-13,"FBXO17","115290","F-box protein 17"
"ENSG00000214706",685.035259722104,-0.565418979016326,0.0753060732294541,-7.5082786124503,5.99098960347579e-14,3.13882704500626e-13,"IFRD2","7866","interferon related developmental regulator 2"
"ENSG00000100614",740.124715491192,0.552845637652031,0.0736336299041207,7.50805899929011,6.00104604129754e-14,3.14297855567318e-13,"PPM1A","5494","protein phosphatase, Mg2+/Mn2+ dependent 1A"
"ENSG00000007923",671.879434225984,-0.564530297789245,0.0752089154900141,-7.50616192390384,6.0886098647886e-14,3.18770629439625e-13,"DNAJC11","55735","DnaJ heat shock protein family (Hsp40) member C11"
"ENSG00000124942",36636.2185913585,-0.915575685143142,0.122056650027801,-7.50123557327357,6.32190559932376e-14,3.30867346316880e-13,"AHNAK","79026","AHNAK nucleoprotein"
"ENSG00000172346",273.464075856006,-0.929641200536662,0.123948138675863,-7.50024333134817,6.3699472196573e-14,3.33263337320942e-13,"CSDC2","27254","cold shock domain containing C2"
"ENSG00000237441",528.148577775822,0.670841692933638,0.0894487849774966,7.4997295167554,6.39496557035462e-14,3.34453522270711e-13,"RGL2","5863","ral guanine nucleotide dissociation stimulator like 2"
"ENSG00000169946",381.342673305825,-0.791277851671955,0.10555488912395,-7.49636381828585,6.56125163886999e-14,3.43028473407825e-13,"ZFPM2","23414","zinc finger protein, FOG family member 2"
"ENSG00000100744",473.464676106759,0.662808258953958,0.0884193588399771,7.49618938261608,6.56998472943738e-14,3.43363244476766e-13,"GSKIP","51527","GSK3B interacting protein"
"ENSG00000161091",1072.51074838815,0.483816763784377,0.0646012006363259,7.4892843943882,6.92501410454095e-14,3.61789641519761e-13,"MFSD12","126321","major facilitator superfamily domain containing 12"
"ENSG00000101928",666.843589213036,0.606571157868709,0.0809984993779257,7.48867154980918,6.95742068041414e-14,3.63353883727653e-13,"MOSPD1","56180","motile sperm domain containing 1"
"ENSG00000124222",917.295982190647,0.540292740896424,0.0721718487789411,7.48619787406742,7.08974817956863e-14,3.70133576586902e-13,"STX16","8675","syntaxin 16"
"ENSG00000109846",88.0752455164568,-1.53195032768568,0.204642515596626,-7.48598268165024,7.10137603493048e-14,3.70609348451861e-13,"CRYAB","1410","crystallin alpha B"
"ENSG00000072786",1040.69660435395,-0.470228093129759,0.0628308774644408,-7.48402874678753,7.20781786605529e-14,3.76031220212116e-13,"STK10","6793","serine/threonine kinase 10"
"ENSG00000135932",1528.34304321047,-0.431929434704468,0.0577206155835889,-7.48310513215097,7.25867673297063e-14,3.78550522613309e-13,"CAB39","51719","calcium binding protein 39"
"ENSG00000126581",948.947671732934,0.486850008750043,0.0650742782955528,7.48145075906765,7.35065816468109e-14,3.83211885500778e-13,"BECN1","8678","beclin 1"
"ENSG00000115339",59.2885834841905,-1.90121251448826,0.254140665722555,-7.48094567661125,7.37896783810142e-14,3.84551725593843e-13,"GALNT3","2591","polypeptide N-acetylgalactosaminyltransferase 3"
"ENSG00000181982",219.895153721545,-0.92689693811572,0.123920525964762,-7.47976923838504,7.44532294280533e-14,3.87872638851414e-13,"CCDC149","91050","coiled-coil domain containing 149"
"ENSG00000104774",1028.7960789174,0.538839882525538,0.0720549763763986,7.47817721444752,7.53605326492118e-14,3.92460611372468e-13,"MAN2B1","4125","mannosidase alpha class 2B member 1"
"ENSG00000070061",950.527604363237,-0.488475435204033,0.0653267653190654,-7.47741653544681,7.57978763961865e-14,3.94598764509712e-13,"ELP1","8518","elongator acetyltransferase complex subunit 1"
"ENSG00000168994",772.481804485422,-0.55093756381959,0.0736849202456438,-7.47693777753883,7.60744110743026e-14,3.95898541812526e-13,"PXDC1","221749","PX domain containing 1"
